Index,UTC,relPosN,relPosE,CoG
2031,14:13:13.750 02/25/2019,-1.1212,6.1603,135.54
2032,14:13:13.875 02/25/2019,-1.1110,6.1703,135.54
2033,14:13:14.000 02/25/2019,-1.1210,6.1703,135.54
2034,14:13:14.125 02/25/2019,-1.1209,6.1703,135.54
2035,14:13:14.250 02/25/2019,-1.1209,6.1803,135.54
2036,14:13:14.375 02/25/2019,-1.1306,6.1903,135.54
2037,14:13:14.500 02/25/2019,-1.1106,6.1903,135.54
2038,14:13:14.625 02/25/2019,-1.1106,6.1903,135.54
2039,14:13:14.750 02/25/2019,-1.1204,6.2003,135.54
2040,14:13:14.875 02/25/2019,-1.1104,6.2003,135.54
2041,14:13:15.000 02/25/2019,-1.1202,6.2203,135.54
2042,14:13:15.125 02/25/2019,-1.1202,6.2203,135.54
2043,14:13:15.250 02/25/2019,-1.1300,6.2203,135.54
2044,14:13:15.375 02/25/2019,-1.1594,6.2603,135.54
2045,14:13:15.500 02/25/2019,-1.1888,6.3003,135.54
2046,14:13:15.625 02/25/2019,-1.2182,6.3203,135.54
2047,14:13:15.750 02/25/2019,-1.2477,6.3403,135.54
2048,14:13:15.875 02/25/2019,-1.2674,6.3603,135.54
2049,14:13:16.000 02/25/2019,-1.2770,6.3803,135.54
2050,14:13:16.125 02/25/2019,-1.3065,6.4003,135.54
2051,14:13:16.250 02/25/2019,-1.3162,6.4103,135.54
2052,14:13:16.375 02/25/2019,-1.3163,6.4003,135.54
2053,14:13:16.500 02/25/2019,-1.3162,6.4203,135.54
2054,14:13:16.625 02/25/2019,-1.3161,6.4203,135.54
2055,14:13:16.750 02/25/2019,-1.3161,6.4303,135.54
2056,14:13:16.875 02/25/2019,-1.3161,6.4303,135.54
2057,14:13:17.000 02/25/2019,-1.3161,6.4103,135.54
2058,14:13:17.125 02/25/2019,-1.3259,6.4503,135.54
2059,14:13:17.250 02/25/2019,-1.3260,6.4303,135.54
2060,14:13:17.375 02/25/2019,-1.3457,6.4603,135.54
2061,14:13:17.500 02/25/2019,-1.3456,6.4603,135.54
2062,14:13:17.625 02/25/2019,-1.3456,6.4603,135.54
2063,14:13:17.750 02/25/2019,-1.3356,6.4503,135.54
2064,14:13:17.875 02/25/2019,-1.3555,6.4703,135.54
2065,14:13:18.000 02/25/2019,-1.3455,6.4703,135.54
2066,14:13:18.125 02/25/2019,-1.3454,6.4703,135.54
2067,14:13:18.250 02/25/2019,-1.3554,6.4803,135.54
2068,14:13:18.375 02/25/2019,-1.3749,6.5103,135.54
2069,14:13:18.500 02/25/2019,-1.3947,6.5203,135.54
2070,14:13:18.625 02/25/2019,-1.4143,6.5403,135.54
2071,14:13:18.750 02/25/2019,-1.4342,6.5303,135.54
2072,14:13:18.875 02/25/2019,-1.4439,6.5603,135.54
2073,14:13:19.000 02/25/2019,-1.4636,6.5703,135.54
2074,14:13:19.125 02/25/2019,-1.4733,6.6103,135.54
2075,14:13:19.250 02/25/2019,-1.4932,6.6003,135.54
2076,14:13:19.375 02/25/2019,-1.4932,6.6103,135.54
2077,14:13:19.500 02/25/2019,-1.4930,6.6203,135.54
2078,14:13:19.625 02/25/2019,-1.4932,6.6103,135.54
2079,14:13:19.750 02/25/2019,-1.4831,6.6003,135.54
2080,14:13:19.875 02/25/2019,-1.4931,6.6103,135.54
2081,14:13:20.000 02/25/2019,-1.4831,6.6103,135.54
2082,14:13:20.125 02/25/2019,-1.4930,6.6003,135.54
2083,14:13:20.250 02/25/2019,-1.4930,6.6103,135.54
2084,14:13:20.375 02/25/2019,-1.4831,6.6003,135.54
2085,14:13:20.500 02/25/2019,-1.5029,6.6203,135.54
2086,14:13:20.625 02/25/2019,-1.4929,6.6203,135.54
2087,14:13:20.750 02/25/2019,-1.5029,6.6303,135.54
2088,14:13:20.875 02/25/2019,-1.4929,6.6203,135.54
2089,14:13:21.000 02/25/2019,-1.4929,6.6303,135.54
2090,14:13:21.125 02/25/2019,-1.5028,6.6203,135.54
2091,14:13:21.250 02/25/2019,-1.5028,6.6303,135.54
2092,14:13:21.375 02/25/2019,-1.5125,6.6603,135.54
2093,14:13:21.500 02/25/2019,-1.5027,6.6303,135.54
2094,14:13:21.625 02/25/2019,-1.5126,6.6503,135.54
2095,14:13:21.750 02/25/2019,-1.5026,6.6503,135.54
2096,14:13:21.875 02/25/2019,-1.5027,6.6403,135.54
2097,14:13:22.000 02/25/2019,-1.5026,6.6503,135.54
2098,14:13:22.125 02/25/2019,-1.5026,6.6303,135.54
2099,14:13:22.250 02/25/2019,-1.5126,6.6503,135.54
2100,14:13:22.375 02/25/2019,-1.5026,6.6203,135.54
2101,14:13:22.500 02/25/2019,-1.5125,6.6603,135.54
2102,14:13:22.625 02/25/2019,-1.5124,6.6603,135.54
2103,14:13:22.750 02/25/2019,-1.5025,6.6403,135.54
2104,14:13:22.875 02/25/2019,-1.5124,6.6603,135.54
2105,14:13:23.000 02/25/2019,-1.5126,6.6503,135.54
2106,14:13:23.125 02/25/2019,-1.5124,6.6703,135.54
2107,14:13:23.250 02/25/2019,-1.5124,6.6703,135.54
2108,14:13:23.375 02/25/2019,-1.5224,6.6603,135.54
2109,14:13:23.500 02/25/2019,-1.5223,6.6703,135.54
2110,14:13:23.625 02/25/2019,-1.5124,6.6703,135.54
2111,14:13:23.750 02/25/2019,-1.5225,6.6603,135.54
2112,14:13:23.875 02/25/2019,-1.5223,6.6703,135.54
2113,14:13:24.000 02/25/2019,-1.5124,6.6603,135.54
2114,14:13:24.125 02/25/2019,-1.5223,6.6803,135.54
2115,14:13:24.250 02/25/2019,-1.5322,6.6803,135.54
2116,14:13:24.375 02/25/2019,-1.5222,6.6803,135.54
2117,14:13:24.500 02/25/2019,-1.5221,6.6903,135.54
2118,14:13:24.625 02/25/2019,-1.5321,6.7003,135.54
2119,14:13:24.750 02/25/2019,-1.5420,6.7103,135.54
2120,14:13:24.875 02/25/2019,-1.5320,6.7103,135.54
2121,14:13:25.000 02/25/2019,-1.5320,6.7103,135.54
2122,14:13:25.125 02/25/2019,-1.5319,6.7103,135.54
2123,14:13:25.250 02/25/2019,-1.5421,6.6903,135.54
2124,14:13:25.375 02/25/2019,-1.5319,6.7203,135.54
2125,14:13:25.500 02/25/2019,-1.5318,6.7303,135.54
2126,14:13:25.625 02/25/2019,-1.5417,6.7403,135.54
2127,14:13:25.750 02/25/2019,-1.5417,6.7303,135.54
2128,14:13:25.875 02/25/2019,-1.5417,6.7403,135.54
2129,14:13:26.000 02/25/2019,-1.5415,6.7503,135.54
2130,14:13:26.125 02/25/2019,-1.5416,6.7403,135.54
2131,14:13:26.250 02/25/2019,-1.5417,6.7403,135.54
2132,14:13:26.375 02/25/2019,-1.5414,6.7703,135.54
2133,14:13:26.500 02/25/2019,-1.5515,6.7603,135.54
2134,14:13:26.625 02/25/2019,-1.5515,6.7503,135.54
2135,14:13:26.750 02/25/2019,-1.5512,6.8003,135.54
2136,14:13:26.875 02/25/2019,-1.5514,6.7803,135.54
2137,14:13:27.000 02/25/2019,-1.5513,6.7703,135.54
2138,14:13:27.125 02/25/2019,-1.5415,6.7603,135.54
2139,14:13:27.250 02/25/2019,-1.5512,6.7903,135.54
2140,14:13:27.375 02/25/2019,-1.5611,6.7903,135.54
2141,14:13:27.500 02/25/2019,-1.5513,6.7803,135.54
2142,14:13:27.625 02/25/2019,-1.5609,6.8103,135.54
2143,14:13:27.750 02/25/2019,-1.5610,6.8003,135.54
2144,14:13:27.875 02/25/2019,-1.5611,6.7903,135.54
2145,14:13:28.000 02/25/2019,-1.5609,6.8203,135.54
2146,14:13:28.125 02/25/2019,-1.5609,6.8103,135.54
2147,14:13:28.250 02/25/2019,-1.5609,6.8103,135.54
2148,14:13:28.375 02/25/2019,-1.5609,6.8103,135.54
2149,14:13:28.500 02/25/2019,-1.5609,6.8103,135.54
2150,14:13:28.625 02/25/2019,-1.5608,6.8303,135.54
2151,14:13:28.750 02/25/2019,-1.5608,6.8203,135.54
2152,14:13:28.875 02/25/2019,-1.5705,6.8503,135.54
2153,14:13:29.000 02/25/2019,-1.5608,6.8303,135.54
2154,14:13:29.125 02/25/2019,-1.5609,6.8203,135.54
2155,14:13:29.250 02/25/2019,-1.5607,6.8403,135.54
2156,14:13:29.375 02/25/2019,-1.5803,6.8603,135.54
2157,14:13:29.500 02/25/2019,-1.5802,6.8703,135.54
2158,14:13:29.625 02/25/2019,-1.5802,6.8803,135.54
2159,14:13:29.750 02/25/2019,-1.5802,6.8803,135.54
2160,14:13:29.875 02/25/2019,-1.5802,6.8703,135.54
2161,14:13:30.000 02/25/2019,-1.5802,6.8703,135.54
2162,14:13:30.125 02/25/2019,-1.5800,6.8904,135.54
2163,14:13:30.250 02/25/2019,-1.5801,6.8703,135.54
2164,14:13:30.375 02/25/2019,-1.5801,6.8803,135.54
2165,14:13:30.500 02/25/2019,-1.5800,6.8804,135.54
2166,14:13:30.625 02/25/2019,-1.5799,6.9004,135.54
2167,14:13:30.750 02/25/2019,-1.5799,6.8904,135.54
2168,14:13:30.875 02/25/2019,-1.5898,6.9104,135.54
2169,14:13:31.000 02/25/2019,-1.5801,6.8803,135.54
2170,14:13:31.125 02/25/2019,-1.5798,6.8904,135.54
2171,14:13:31.250 02/25/2019,-1.5798,6.9104,135.54
2172,14:13:31.375 02/25/2019,-1.5797,6.9004,135.54
2173,14:13:31.500 02/25/2019,-1.5898,6.8904,135.54
2174,14:13:31.625 02/25/2019,-1.5796,6.9104,135.54
2175,14:13:31.750 02/25/2019,-1.5896,6.9204,135.54
2176,14:13:31.875 02/25/2019,-1.5797,6.8904,135.54
2177,14:13:32.000 02/25/2019,-1.5897,6.9004,135.54
2178,14:13:32.125 02/25/2019,-1.5895,6.9204,135.54
2179,14:13:32.250 02/25/2019,-1.5896,6.9004,135.54
2180,14:13:32.375 02/25/2019,-1.5991,6.9504,135.54
2181,14:13:32.500 02/25/2019,-1.5892,6.9404,135.54
2182,14:13:32.625 02/25/2019,-1.5992,6.9304,135.54
2183,14:13:32.750 02/25/2019,-1.6089,6.9604,135.54
2184,14:13:32.875 02/25/2019,-1.5991,6.9504,135.54
2185,14:13:33.000 02/25/2019,-1.6190,6.9504,135.54
2186,14:13:33.125 02/25/2019,-1.5992,6.9304,135.54
2187,14:13:33.250 02/25/2019,-1.6090,6.9504,135.54
2188,14:13:33.375 02/25/2019,-1.6091,6.9504,135.54
2189,14:13:33.500 02/25/2019,-1.6189,6.9604,135.54
2190,14:13:33.625 02/25/2019,-1.6090,6.9504,135.54
2191,14:13:33.750 02/25/2019,-1.6189,6.9604,135.54
2192,14:13:33.875 02/25/2019,-1.6089,6.9504,135.54
2193,14:13:34.000 02/25/2019,-1.6189,6.9604,135.54
2194,14:13:34.125 02/25/2019,-1.6187,6.9704,135.54
2195,14:13:34.250 02/25/2019,-1.6189,6.9504,135.54
2196,14:13:34.375 02/25/2019,-1.6385,6.9904,135.54
2197,14:13:34.500 02/25/2019,-1.6383,7.0004,135.54
2198,14:13:34.625 02/25/2019,-1.6479,7.0304,135.54
2199,14:13:34.750 02/25/2019,-1.6382,7.0104,135.54
2200,14:13:34.875 02/25/2019,-1.6478,7.0504,135.54
2201,14:13:35.000 02/25/2019,-1.6481,7.0204,135.54
2202,14:13:35.125 02/25/2019,-1.6478,7.0404,135.54
2203,14:13:35.250 02/25/2019,-1.6578,7.0404,135.54
2204,14:13:35.375 02/25/2019,-1.6479,7.0304,135.54
2205,14:13:35.500 02/25/2019,-1.6578,7.0404,135.54
2206,14:13:35.625 02/25/2019,-1.6578,7.0304,135.54
2207,14:13:35.750 02/25/2019,-1.6578,7.0504,135.54
2208,14:13:35.875 02/25/2019,-1.6577,7.0404,135.54
2209,14:13:36.000 02/25/2019,-1.6579,7.0304,135.54
2210,14:13:36.125 02/25/2019,-1.6578,7.0404,135.54
2211,14:13:36.250 02/25/2019,-1.6675,7.0704,135.54
2212,14:13:36.375 02/25/2019,-1.6577,7.0404,135.54
2213,14:13:36.500 02/25/2019,-1.6676,7.0504,135.54
2214,14:13:36.625 02/25/2019,-1.6676,7.0504,135.54
2215,14:13:36.750 02/25/2019,-1.6677,7.0604,135.54
2216,14:13:36.875 02/25/2019,-1.6676,7.0504,135.54
2217,14:13:37.000 02/25/2019,-1.6775,7.0804,135.54
2218,14:13:37.125 02/25/2019,-1.6578,7.0304,135.54
2219,14:13:37.250 02/25/2019,-1.6775,7.0704,135.54
2220,14:13:37.375 02/25/2019,-1.6675,7.0604,135.54
2221,14:13:37.500 02/25/2019,-1.6776,7.0604,135.54
2222,14:13:37.625 02/25/2019,-1.6777,7.0504,135.54
2223,14:13:37.750 02/25/2019,-1.6776,7.0704,135.54
2224,14:13:37.875 02/25/2019,-1.6875,7.0604,135.54
2225,14:13:38.000 02/25/2019,-1.6776,7.0604,135.54
2226,14:13:38.125 02/25/2019,-1.6875,7.0704,135.54
2227,14:13:38.250 02/25/2019,-1.6875,7.0804,135.54
2228,14:13:38.375 02/25/2019,-1.6973,7.1004,135.54
2229,14:13:38.500 02/25/2019,-1.6977,7.0604,135.54
2230,14:13:38.625 02/25/2019,-1.6974,7.0804,135.54
2231,14:13:38.750 02/25/2019,-1.6974,7.0804,135.54
2232,14:13:38.875 02/25/2019,-1.6974,7.0904,135.54
2233,14:13:39.000 02/25/2019,-1.6974,7.0904,135.54
2234,14:13:39.125 02/25/2019,-1.6973,7.0804,135.54
2235,14:13:39.250 02/25/2019,-1.7073,7.0904,135.54
2236,14:13:39.375 02/25/2019,-1.7069,7.1204,135.54
2237,14:13:39.500 02/25/2019,-1.7168,7.1204,135.54
2238,14:13:39.625 02/25/2019,-1.7165,7.1504,135.54
2239,14:13:39.750 02/25/2019,-1.7264,7.1504,135.54
2240,14:13:39.875 02/25/2019,-1.7264,7.1504,135.54
2241,14:13:40.000 02/25/2019,-1.7167,7.1204,135.54
2242,14:13:40.125 02/25/2019,-1.7264,7.1504,135.54
2243,14:13:40.250 02/25/2019,-1.7264,7.1604,135.54
2244,14:13:40.375 02/25/2019,-1.7263,7.1504,135.54
2245,14:13:40.500 02/25/2019,-1.7360,7.1704,135.54
2246,14:13:40.625 02/25/2019,-1.7359,7.1804,135.54
2247,14:13:40.750 02/25/2019,-1.7458,7.1904,135.54
2248,14:13:40.875 02/25/2019,-1.7456,7.2004,135.54
2249,14:13:41.000 02/25/2019,-1.7557,7.1804,135.54
2250,14:13:41.125 02/25/2019,-1.7455,7.2004,135.54
2251,14:13:41.250 02/25/2019,-1.7553,7.2104,135.54
2252,14:13:41.375 02/25/2019,-1.7555,7.1804,135.54
2253,14:13:41.500 02/25/2019,-1.7552,7.2204,135.54
2254,14:13:41.625 02/25/2019,-1.7651,7.2204,135.54
2255,14:13:41.750 02/25/2019,-1.7651,7.2204,135.54
2256,14:13:41.875 02/25/2019,-1.7650,7.2204,135.54
2257,14:13:42.000 02/25/2019,-1.7648,7.2304,135.54
2258,14:13:42.125 02/25/2019,-1.7750,7.2104,135.54
2259,14:13:42.250 02/25/2019,-1.7552,7.1904,135.54
2260,14:13:42.375 02/25/2019,-1.7751,7.2004,135.54
2261,14:13:42.500 02/25/2019,-1.7848,7.2404,135.54
2262,14:13:42.625 02/25/2019,-1.7750,7.2104,135.54
2263,14:13:42.750 02/25/2019,-1.7750,7.2204,135.54
2264,14:13:42.875 02/25/2019,-1.7850,7.2104,135.54
2265,14:13:43.000 02/25/2019,-1.7849,7.2204,135.54
2266,14:13:43.125 02/25/2019,-1.7751,7.2004,135.54
2267,14:13:43.250 02/25/2019,-1.8049,7.2204,135.54
2268,14:13:43.375 02/25/2019,-1.7849,7.2204,135.54
2269,14:13:43.500 02/25/2019,-1.7949,7.2204,135.54
2270,14:13:43.625 02/25/2019,-1.8047,7.2304,135.54
2271,14:13:43.750 02/25/2019,-1.7847,7.2304,135.54
2272,14:13:43.875 02/25/2019,-1.8047,7.2304,135.54
2273,14:13:44.000 02/25/2019,-1.7946,7.2304,135.54
2274,14:13:44.125 02/25/2019,-1.8144,7.2404,135.54
2275,14:13:44.250 02/25/2019,-1.8045,7.2404,135.54
2276,14:13:44.375 02/25/2019,-1.8243,7.2504,135.54
2277,14:13:44.500 02/25/2019,-1.8142,7.2504,135.54
2278,14:13:44.625 02/25/2019,-1.8142,7.2604,135.54
2279,14:13:44.750 02/25/2019,-1.8242,7.2604,135.54
2280,14:13:44.875 02/25/2019,-1.8243,7.2404,135.54
2281,14:13:45.000 02/25/2019,-1.8242,7.2604,135.54
2282,14:13:45.125 02/25/2019,-1.8243,7.2504,135.54
2283,14:13:45.250 02/25/2019,-1.8243,7.2404,135.54
2284,14:13:45.375 02/25/2019,-1.8243,7.2504,135.54
2285,14:13:45.500 02/25/2019,-1.8343,7.2404,135.54
2286,14:13:45.625 02/25/2019,-1.8342,7.2504,135.54
2287,14:13:45.750 02/25/2019,-1.8343,7.2304,135.54
2288,14:13:45.875 02/25/2019,-1.8443,7.2304,135.54
2289,14:13:46.000 02/25/2019,-1.8442,7.2404,135.54
2290,14:13:46.125 02/25/2019,-1.8442,7.2404,135.54
2291,14:13:46.250 02/25/2019,-1.8542,7.2404,135.54
2292,14:13:46.375 02/25/2019,-1.8544,7.2204,135.54
2293,14:13:46.500 02/25/2019,-1.8442,7.2404,135.54
2294,14:13:46.625 02/25/2019,-1.8442,7.2404,135.54
2295,14:13:46.750 02/25/2019,-1.8541,7.2504,135.54
2296,14:13:46.875 02/25/2019,-1.8642,7.2404,135.54
2297,14:13:47.000 02/25/2019,-1.8540,7.2604,135.54
2298,14:13:47.125 02/25/2019,-1.8641,7.2404,135.54
2299,14:13:47.250 02/25/2019,-1.8640,7.2604,135.54
2300,14:13:47.375 02/25/2019,-1.8641,7.2504,135.54
2301,14:13:47.500 02/25/2019,-1.8640,7.2604,135.54
2302,14:13:47.625 02/25/2019,-1.8639,7.2704,135.54
2303,14:13:47.750 02/25/2019,-1.8740,7.2604,135.54
2304,14:13:47.875 02/25/2019,-1.8739,7.2604,135.54
2305,14:13:48.000 02/25/2019,-1.8840,7.2304,135.54
2306,14:13:48.125 02/25/2019,-1.8838,7.2804,135.54
2307,14:13:48.250 02/25/2019,-1.8740,7.2304,135.54
2308,14:13:48.375 02/25/2019,-1.8839,7.2604,135.54
2309,14:13:48.500 02/25/2019,-1.8740,7.2404,135.54
2310,14:13:48.625 02/25/2019,-1.8838,7.2604,135.54
2311,14:13:48.750 02/25/2019,-1.8938,7.2604,135.54
2312,14:13:48.875 02/25/2019,-1.8940,7.2504,135.54
2313,14:13:49.000 02/25/2019,-1.8738,7.2804,135.54
2314,14:13:49.125 02/25/2019,-1.8939,7.2504,135.54
2315,14:13:49.250 02/25/2019,-1.8939,7.2404,135.54
2316,14:13:49.375 02/25/2019,-1.8938,7.2704,135.54
2317,14:13:49.500 02/25/2019,-1.8940,7.2404,135.54
2318,14:13:49.625 02/25/2019,-1.8941,7.2404,135.54
2319,14:13:49.750 02/25/2019,-1.9037,7.2704,135.54
2320,14:13:49.875 02/25/2019,-1.9039,7.2504,135.54
2321,14:13:50.000 02/25/2019,-1.8941,7.2204,135.54
2322,14:13:50.125 02/25/2019,-1.9040,7.2504,135.54
2323,14:13:50.250 02/25/2019,-1.9140,7.2204,135.54
2324,14:13:50.375 02/25/2019,-1.9140,7.2504,135.54
2325,14:13:50.500 02/25/2019,-1.9042,7.2104,135.54
2326,14:13:50.625 02/25/2019,-1.9239,7.2304,135.54
2327,14:13:50.750 02/25/2019,-1.9240,7.2204,135.54
2328,14:13:50.875 02/25/2019,-1.9241,7.2004,135.54
2329,14:13:51.000 02/25/2019,-1.9341,7.2204,135.54
2330,14:13:51.125 02/25/2019,-1.9342,7.1904,135.54
2331,14:13:51.250 02/25/2019,-1.9341,7.2104,135.54
2332,14:13:51.375 02/25/2019,-1.9343,7.1904,135.54
2333,14:13:51.500 02/25/2019,-1.9442,7.1904,135.54
2334,14:13:51.625 02/25/2019,-1.9542,7.1804,135.54
2335,14:13:51.750 02/25/2019,-1.9543,7.1804,135.54
2336,14:13:51.875 02/25/2019,-1.9643,7.1604,135.54
2337,14:13:52.000 02/25/2019,-1.9644,7.1504,135.54
2338,14:13:52.125 02/25/2019,-1.9741,7.1904,135.54
2339,14:13:52.250 02/25/2019,-1.9741,7.1704,135.54
2340,14:13:52.375 02/25/2019,-1.9743,7.1604,135.54
2341,14:13:52.500 02/25/2019,-1.9744,7.1604,135.54
2342,14:13:52.625 02/25/2019,-1.9940,7.1604,135.54
2343,14:13:52.750 02/25/2019,-1.9940,7.1604,135.54
2344,14:13:52.875 02/25/2019,-1.9943,7.1304,135.54
2345,14:13:53.000 02/25/2019,-2.0041,7.1504,135.54
2346,14:13:53.125 02/25/2019,-2.0040,7.1604,135.54
2347,14:13:53.250 02/25/2019,-2.0141,7.1404,135.54
2348,14:13:53.375 02/25/2019,-2.0240,7.1404,135.54
2349,14:13:53.500 02/25/2019,-2.0239,7.1304,135.54
2350,14:13:53.625 02/25/2019,-2.0339,7.1504,135.54
2351,14:13:53.750 02/25/2019,-2.0341,7.1304,135.54
2352,14:13:53.875 02/25/2019,-2.0341,7.1304,135.54
2353,14:13:54.000 02/25/2019,-2.0340,7.1304,135.54
2354,14:13:54.125 02/25/2019,-2.0540,7.1304,135.54
2355,14:13:54.250 02/25/2019,-2.0540,7.1204,135.54
2356,14:13:54.375 02/25/2019,-2.0638,7.1404,135.54
2357,14:13:54.500 02/25/2019,-2.0637,7.1504,135.54
2358,14:13:54.625 02/25/2019,-2.0737,7.1404,135.54
2359,14:13:54.750 02/25/2019,-2.0636,7.1304,135.54
2360,14:13:54.875 02/25/2019,-2.0736,7.1504,135.54
2361,14:13:55.000 02/25/2019,-2.0735,7.1504,135.54
2362,14:13:55.125 02/25/2019,-2.0834,7.1404,135.54
2363,14:13:55.250 02/25/2019,-2.0836,7.1404,135.54
2364,14:13:55.375 02/25/2019,-2.0931,7.1804,135.54
2365,14:13:55.500 02/25/2019,-2.0933,7.1704,135.54
2366,14:13:55.625 02/25/2019,-2.0929,7.1904,135.54
2367,14:13:55.750 02/25/2019,-2.1032,7.1604,135.54
2368,14:13:55.875 02/25/2019,-2.1029,7.2004,135.54
2369,14:13:56.000 02/25/2019,-2.1128,7.1904,135.54
2370,14:13:56.125 02/25/2019,-2.1127,7.2004,135.54
2371,14:13:56.250 02/25/2019,-2.1127,7.1904,135.54
2372,14:13:56.375 02/25/2019,-2.1127,7.2004,135.54
2373,14:13:56.500 02/25/2019,-2.1225,7.2104,135.54
2374,14:13:56.625 02/25/2019,-2.1325,7.2104,135.54
2375,14:13:56.750 02/25/2019,-2.1325,7.2204,135.54
2376,14:13:56.875 02/25/2019,-2.1423,7.2204,135.54
2377,14:13:57.000 02/25/2019,-2.1522,7.2304,135.54
2378,14:13:57.125 02/25/2019,-2.1522,7.2304,135.54
2379,14:13:57.250 02/25/2019,-2.1521,7.2504,135.54
2380,14:13:57.375 02/25/2019,-2.1620,7.2604,135.54
2381,14:13:57.500 02/25/2019,-2.1620,7.2604,135.54
2382,14:13:57.625 02/25/2019,-2.1720,7.2604,135.54
2383,14:13:57.750 02/25/2019,-2.1717,7.2804,135.54
2384,14:13:57.875 02/25/2019,-2.1816,7.3004,135.54
2385,14:13:58.000 02/25/2019,-2.1815,7.3004,135.54
2386,14:13:58.125 02/25/2019,-2.1915,7.3104,135.54
2387,14:13:58.250 02/25/2019,-2.1914,7.3204,135.54
2388,14:13:58.375 02/25/2019,-2.1913,7.3304,135.54
2389,14:13:58.500 02/25/2019,-2.2012,7.3304,135.54
2390,14:13:58.625 02/25/2019,-2.2010,7.3604,135.54
2391,14:13:58.750 02/25/2019,-2.2108,7.3604,135.54
2392,14:13:58.875 02/25/2019,-2.2109,7.3604,135.54
2393,14:13:59.000 02/25/2019,-2.2108,7.3804,135.54
2394,14:13:59.125 02/25/2019,-2.2207,7.3804,135.54
2395,14:13:59.250 02/25/2019,-2.2206,7.4104,135.54
2396,14:13:59.375 02/25/2019,-2.2305,7.3904,135.54
2397,14:13:59.500 02/25/2019,-2.2204,7.4204,135.54
2398,14:13:59.625 02/25/2019,-2.2303,7.4304,135.54
2399,14:13:59.750 02/25/2019,-2.2303,7.4204,135.54
2400,14:13:59.875 02/25/2019,-2.2500,7.4604,135.54
2401,14:14:00.000 02/25/2019,-2.2399,7.4704,135.54
2402,14:14:00.125 02/25/2019,-2.2300,7.4604,135.54
2403,14:14:00.250 02/25/2019,-2.2497,7.4904,135.54
2404,14:14:00.375 02/25/2019,-2.2496,7.5104,135.54
2405,14:14:00.500 02/25/2019,-2.2495,7.5104,135.54
2406,14:14:00.625 02/25/2019,-2.2593,7.5304,135.54
2407,14:14:00.750 02/25/2019,-2.2592,7.5404,135.54
2408,14:14:00.875 02/25/2019,-2.2591,7.5404,135.54
2409,14:14:01.000 02/25/2019,-2.2689,7.5704,135.54
2410,14:14:01.125 02/25/2019,-2.2689,7.5604,135.54
2411,14:14:01.250 02/25/2019,-2.2787,7.6004,135.54
2412,14:14:01.375 02/25/2019,-2.2785,7.5904,135.54
2413,14:14:01.500 02/25/2019,-2.2786,7.5904,135.54
2414,14:14:01.625 02/25/2019,-2.2882,7.6204,135.54
2415,14:14:01.750 02/25/2019,-2.2982,7.6204,135.54
2416,14:14:01.875 02/25/2019,-2.3080,7.6304,135.54
2417,14:14:02.000 02/25/2019,-2.3079,7.6404,135.54
2418,14:14:02.125 02/25/2019,-2.3078,7.6504,135.54
2419,14:14:02.250 02/25/2019,-2.3078,7.6304,135.54
2420,14:14:02.375 02/25/2019,-2.3078,7.6404,135.54
2421,14:14:02.500 02/25/2019,-2.3275,7.6704,135.54
2422,14:14:02.625 02/25/2019,-2.3174,7.6704,135.54
2423,14:14:02.750 02/25/2019,-2.3528,7.6904,135.54
2424,14:14:02.875 02/25/2019,-2.3274,7.6804,135.54
2425,14:14:03.000 02/25/2019,-2.3627,7.7004,135.54
2426,14:14:03.125 02/25/2019,-2.3626,7.6904,135.54
2427,14:14:03.250 02/25/2019,-2.3822,7.7304,135.54
2428,14:14:03.375 02/25/2019,-2.3724,7.7304,135.54
2429,14:14:03.500 02/25/2019,-2.3723,7.7404,135.54
2430,14:14:03.625 02/25/2019,-2.3820,7.7604,135.54
2431,14:14:03.750 02/25/2019,-2.3918,7.7804,135.54
2432,14:14:03.875 02/25/2019,-2.3819,7.7804,135.54
2433,14:14:04.000 02/25/2019,-2.3918,7.7904,135.54
2434,14:14:04.125 02/25/2019,-2.4016,7.8004,135.54
2435,14:14:04.250 02/25/2019,-2.4113,7.8204,135.54
2436,14:14:04.375 02/25/2019,-2.4113,7.8304,135.54
2437,14:14:04.500 02/25/2019,-2.4013,7.8304,135.54
2438,14:14:04.625 02/25/2019,-2.4210,7.8604,135.54
2439,14:14:04.750 02/25/2019,-2.4110,7.8704,135.54
2440,14:14:04.875 02/25/2019,-2.4308,7.8604,135.54
2441,14:14:05.000 02/25/2019,-2.4307,7.8904,135.54
2442,14:14:05.125 02/25/2019,-2.4307,7.8904,135.54
2443,14:14:05.250 02/25/2019,-2.4406,7.9004,135.54
2444,14:14:05.375 02/25/2019,-2.4404,7.9004,135.54
2445,14:14:05.500 02/25/2019,-2.4502,7.9304,135.54
2446,14:14:05.625 02/25/2019,-2.4503,7.9104,135.54
2447,14:14:05.750 02/25/2019,-2.4600,7.9504,135.54
2448,14:14:05.875 02/25/2019,-2.4502,7.9204,135.54
2449,14:14:06.000 02/25/2019,-2.4697,7.9604,135.54
2450,14:14:06.125 02/25/2019,-2.4599,7.9504,135.54
2451,14:14:06.250 02/25/2019,-2.4796,7.9704,135.54
2452,14:14:06.375 02/25/2019,-2.4797,7.9604,135.54
2453,14:14:06.500 02/25/2019,-2.4895,7.9804,135.54
